HUC_12,pred,pred_proba,LAT,LONG
10300031501.0,1,0.11534093054676905,44.7476103,-69.6614354
10300031804.0,1,0.18792370857908403,44.9084008,-69.3209081
10600010204.0,1,0.7360822955889421,43.9372128,-70.2075449
10600021006.0,1,0.07847316365303043,43.6333268,-70.7446819
10600030102.0,1,0.49718839722884695,43.4187991,-70.5350491
10600031102.0,1,0.31302333026731594,43.2523773,-70.6289889
10700040402.0,0,0.008943814226766584,42.6804568,-71.5579001
10801030703.0,0,0.010330533406450232,44.0810119,-72.0299558
10801060406.0,0,0.012305535595380016,43.3724227,-72.2611895
11000010202.0,0,0.0150331363176587,42.1376468,-71.9348099
20200060205.0,0,0.01363823251433706,42.7145886,-73.9233906
20301030701.0,0,0.013610751787928494,41.0249654,-74.1443666
20301040101.0,0,0.01334414033812499,40.7274167,-74.3003311
20301050106.0,0,0.027038937955910104,40.4751748,-74.8747432
20301050305.0,0,0.025419334389481157,40.3114296,-74.4891398
20302020205.0,0,0.010344307209120227,40.6412365,-73.6069747
20302020802.0,0,0.054748309569773605,41.0525482,-71.9443736
20302020902.0,0,0.01668372184103824,40.9052573,-72.3127725
20401030401.0,0,0.01365536062586689,41.4404128,-75.4374774
20401030601.0,0,0.016323210275919334,41.5768005,-75.2161662
20401050901.0,0,0.015804016198435532,40.6060947,-75.0901168
20401050902.0,0,0.019770863706025227,40.5578321,-75.0161132
20401050905.0,0,0.02036392994862708,40.4926889,-74.9925853
20401050907.0,0,0.04086592820612123,40.4024251,-74.9082603
20401050909.0,0,0.01904794746369164,40.3423932,-74.9525397
20401060501.0,0,0.0284374844707685,40.8660809,-75.4625827
20402010203.0,0,0.028440284589908316,40.2225797,-75.1395246
20402020401.0,0,0.01915341861986103,39.9423632,-74.9680809
20402030804.0,0,0.038865918774802236,40.4043888,-75.4091844
20402030809.0,0,0.04447243357705835,40.2048615,-75.4635705
20402070102.0,0,0.009892560313984474,39.3480208,-75.5818662
20402070103.0,0,0.011414152843323321,39.3897141,-75.5404324
20403030504.0,0,0.009907533044130732,37.9238475,-75.4471827
20501011309.0,0,0.026340691258871736,41.9175952,-75.9110726
20501020807.0,0,0.016707523494683078,42.2569171,-75.7497875
20501030105.0,0,0.019132724874269362,42.1464328,-76.0636884
20501030205.0,0,0.016048574818364792,42.1173788,-76.0210928
20502010301.0,0,0.019146045037973708,40.5303998,-78.5756605
20502050604.0,1,0.18601765131669895,41.4663987,-77.4761391
20502050606.0,1,0.1688565645577055,41.3457472,-77.4302905
20502060201.0,0,0.023098761835731257,41.5681124,-77.0346587
20502060208.0,0,0.014150673021308733,41.3209624,-77.0653235
20502060507.0,0,0.036469055636415386,41.3085086,-76.8358978
20502060701.0,0,0.049772908523768825,41.2694447,-76.5533826
20503011006.0,0,0.015286655942566122,40.4860764,-76.9777213
20600020302.0,0,0.026986551518724495,39.3624587,-75.9639807
20600020407.0,1,0.08429301814880985,39.1253113,-75.9900964
20600020601.0,0,0.030370637153141603,38.8974888,-76.04957
20600040401.0,0,0.009317923994849616,38.8641158,-76.5487487
20600040404.0,0,0.020199553201931376,38.1871086,-76.3718224
20700030205.0,0,0.01920213611585037,39.4719107,-78.5199353
20700030304.0,0,0.020820656587383808,39.731273,-78.36279
20700040203.0,0,0.047516110724945666,39.5658667,-78.2041998
20700040402.0,0,0.01460654687634151,39.3167803,-78.3203883
20700040505.0,0,0.02411121730513953,39.6219816,-78.0325539
20700110704.0,0,0.013278167533561354,38.2036891,-76.5689674
20801030601.0,0,0.03452959244415411,38.5494135,-77.7458518
20802011101.0,0,0.012298677832081457,37.420197,-80.4042865
20802060802.0,0,0.01230077703899146,37.1886916,-76.6328506
30102051201.0,0,0.03519882534403862,36.7270415,-76.1841836
30401050405.0,0,0.017518192938704203,35.2833534,-80.3268802
30501050604.0,0,0.01677187545811417,35.4311282,-81.7128933
30501091104.0,0,0.009560670438413634,34.0049156,-81.7145734
30702030503.0,0,0.014023699546974537,30.7963901,-81.4818414
30801011005.0,0,0.018303188716368168,28.5038657,-81.2576577
30801030101.0,0,0.007923505624662347,29.1230481,-81.2778465
30902010200.0,0,0.054777232270386715,26.9389977,-80.8369688
30902050304.0,0,0.014468391763458122,26.8165679,-81.4535355
30902061100.0,0,0.01028273503493341,26.3497341,-80.2023543
30902061203.0,0,0.010181081250102322,26.127771,-80.2557046
31001010401.0,0,0.009129596326886277,27.6507592,-81.9945336
31002050201.0,0,0.006880514835440027,28.1804336,-82.0240544
31002070503.0,0,0.02077547292328529,28.0637068,-82.7645499
31102030302.0,0,0.0064632276480773845,31.0256074,-83.2271307
31102050407.0,0,0.008868156264597337,30.0045402,-82.9579608
31300110102.0,0,0.0071396058062600035,30.6693832,-84.7621238
31700070106.0,0,0.006628386053404312,31.1210755,-89.3706418
40301080603.0,1,0.06947062441473874,45.542431,-88.1853611
40301080901.0,0,0.024872430901503925,45.5159523,-87.7150841
40302020603.0,0,0.010922955527787727,44.8065095,-88.5161476
40302020807.0,0,0.01653263033255384,44.5645942,-88.4918925
40302021103.0,0,0.032266472700686465,44.6251041,-88.7872927
40302021904.0,0,0.021627713019529798,44.2830109,-89.047807
40302022003.0,0,0.020356901949889972,44.1577587,-88.9623503
40302022006.0,0,0.016991616789515787,44.0692857,-88.9593823
40400010509.0,1,0.11162996971127327,41.5786998,-87.2095331
40500012104.0,1,0.07084665542939962,41.6235474,-86.0653858
40500012203.0,0,0.04196486508363032,41.6520187,-86.0945236
40500040709.0,0,0.01984362026250295,42.8025413,-84.9064006
40801030108.0,1,0.12961449948424728,43.662052,-83.4859305
40801030204.0,1,0.2553528024559322,43.8960535,-83.2246123
40801030303.0,1,0.2006707368606491,43.923823,-83.0374973
40801030403.0,0,0.04979010542488203,43.8591497,-83.3313493
40801040103.0,1,0.10138150390747588,43.9652214,-82.8295549
40802020503.0,0,0.031489550590699876,43.5053432,-84.6967911
40802040202.0,0,0.0411047148389712,43.1584691,-83.2046111
40802040513.0,0,0.058640539081035906,43.2322856,-83.8901516
40802050306.0,1,0.08643123755861411,43.3461778,-83.8801572
40900010106.0,1,0.5257900218451066,43.2202441,-82.8642518
40900030106.0,0,0.03640521704895716,42.8293383,-83.14621
40900030110.0,0,0.059678851231232004,42.7296631,-83.1974597
41000030104.0,1,0.09206694106889352,41.7680236,-84.4836892
41000030202.0,1,0.06522481758541615,41.7718792,-84.669766
41000080301.0,0,0.03656125085245975,40.8206387,-83.6756166
41100040201.0,0,0.04523472797979943,41.4903143,-80.8101583
41100040301.0,0,0.020515324149977546,41.5242468,-81.0169783
41100040606.0,0,0.01766823485666389,41.6444203,-81.2068255
41402011008.0,0,0.022339803740808444,42.3882394,-76.5061613
41504050201.0,0,0.017275902490749014,44.5256189,-72.9115542
50100010207.0,0,0.015422454755673437,41.973414,-78.2162749
50100051005.0,0,0.03404179725428008,41.1587567,-79.5981939
50100060902.0,0,0.04626432478564626,40.7781909,-79.239062
50100070602.0,0,0.023776705298667516,40.5719298,-78.8502132
50100080106.0,0,0.06144832342296875,40.3231499,-79.3763272
50100080204.0,1,0.07884261274596405,40.5668116,-79.6188666
50200020103.0,0,0.013603484748652615,38.9165515,-80.4739341
50200050601.0,0,0.023545098951589218,39.9172411,-79.7121301
50200050702.0,1,0.07621672297912595,40.3492636,-79.6531725
